@RELATION corpus

@ATTRIBUTE CRFSO1 REAL
@ATTRIBUTE CRFANP1 REAL
@ATTRIBUTE WRDADJ REAL
@ATTRIBUTE WRDPRO REAL
@ATTRIBUTE DRNEG REAL
@ATTRIBUTE DESWLsyd REAL
@ATTRIBUTE DESWLltd REAL
@ATTRIBUTE DESWLsy REAL
@ATTRIBUTE CRFCWOa REAL
@ATTRIBUTE DESSC REAL
@ATTRIBUTE DRNP REAL
@ATTRIBUTE CRFSOa REAL
@ATTRIBUTE CRFAO1 REAL
@ATTRIBUTE DESWC REAL
@ATTRIBUTE DESSL REAL
@ATTRIBUTE WRDVERB REAL
@ATTRIBUTE CNCADC REAL
@ATTRIBUTE DRVP REAL
@ATTRIBUTE SYNNP REAL
@ATTRIBUTE RDFFGL REAL
@ATTRIBUTE CNCCaus REAL
@ATTRIBUTE LDTTRc REAL
@ATTRIBUTE CRFAOa REAL
@ATTRIBUTE CNCTemp REAL
@ATTRIBUTE CRFCWOad REAL
@ATTRIBUTE CRFNOa REAL
@ATTRIBUTE CNCAdd REAL
@ATTRIBUTE WRDPRP2 REAL
@ATTRIBUTE CRFCWO1d REAL
@ATTRIBUTE CNCLogic REAL
@ATTRIBUTE WRDNOUN REAL
@ATTRIBUTE LDTTRa REAL
@ATTRIBUTE CRFCWO1 REAL
@ATTRIBUTE CNCAll REAL
@ATTRIBUTE WRDPRP3s REAL
@ATTRIBUTE DESPL REAL
@ATTRIBUTE WRDPRP3p REAL
@ATTRIBUTE DESSLd REAL
@ATTRIBUTE WRDPRP1s REAL
@ATTRIBUTE DESWLlt REAL
@ATTRIBUTE CRFANP1a REAL
@ATTRIBUTE WRDPRP1p REAL
@ATTRIBUTE CRFNO1 REAL
@ATTRIBUTE WRDADV REAL
@ATTRIBUTE DESPC REAL
@ATTRIBUTE class {simple,complejo}

@DATA
0.375000,0.000000,0.017000,0.007000,3.000000,1.027808,2.575040,1.983389,0.111806,17.000000,0.000000,0.335640,0.500000,301.000000,17.705882,0.067000,0.001000,17.000000,0.630952,82.736678,0.000000,0.588028,0.508651,0.000000,0.107100,0.280277,0.012000,0.000000,0.049734,0.013000,0.064000,0.532353,0.083207,0.014000,0.004000,4.949747,0.001000,11.367523,0.002000,4.498339,0.000000,0.000000,0.250000,0.013000,2.000000,simple
0.230769,0.000000,0.017000,0.009000,5.000000,0.998991,2.556966,1.955172,0.131033,14.000000,0.000000,0.275510,0.461538,290.000000,20.714286,0.065000,0.004000,14.000000,0.597561,85.317266,0.000000,0.642586,0.459184,0.004000,0.110841,0.234694,0.014000,0.000000,0.052141,0.015000,0.055000,0.554572,0.101365,0.023000,0.003000,86.267027,0.002000,7.119081,0.001000,4.441379,0.000000,0.003000,0.076923,0.015000,2.000000,simple
0.266667,0.000000,0.014000,0.013000,3.000000,1.150277,2.813437,2.007576,0.106093,16.000000,0.000000,0.218750,0.400000,264.000000,16.500000,0.062000,0.001000,16.000000,0.676471,80.981481,0.001000,0.621951,0.328125,0.005000,0.110061,0.179688,0.011000,0.004000,0.040894,0.010000,0.054000,0.543046,0.087638,0.018000,0.008000,176.069589,0.001000,11.781341,0.000000,4.530303,0.000000,0.000000,0.200000,0.013000,2.000000,simple
0.277778,0.000000,0.013000,0.012000,3.000000,0.991593,2.348717,1.838095,0.116447,19.000000,0.000000,0.213296,0.444444,315.000000,16.578947,0.061000,0.007000,19.000000,0.758242,91.259204,0.000000,0.567114,0.390582,0.004000,0.100977,0.168975,0.007000,0.000000,0.041758,0.007000,0.072000,0.505464,0.107314,0.018000,0.003000,198.697006,0.000000,6.457690,0.009000,4.076190,0.000000,0.000000,0.277778,0.013000,2.000000,simple
0.250000,0.000000,0.010000,0.003000,2.000000,1.144466,2.886691,2.040816,0.131772,13.000000,0.000000,0.360947,0.666667,245.000000,18.846154,0.054000,0.005000,13.000000,0.657143,79.551604,0.001000,0.619048,0.597633,0.001000,0.116925,0.325444,0.007000,0.000000,0.034936,0.007000,0.053000,0.558394,0.097624,0.014000,0.000000,280.014285,0.003000,9.694037,0.000000,4.702041,0.000000,0.000000,0.250000,0.010000,2.000000,simple
0.333333,0.000000,0.010000,0.006000,4.000000,1.177287,2.604425,1.951691,0.112687,16.000000,0.000000,0.359375,0.333333,207.000000,12.937500,0.041000,0.000000,14.000000,0.539683,83.437392,0.001000,0.568528,0.441406,0.001000,0.118541,0.335938,0.008000,0.001000,0.060687,0.009000,0.045000,0.486486,0.095784,0.010000,0.003000,48.790368,0.002000,9.726039,0.000000,4.275362,0.000000,0.000000,0.333333,0.013000,2.000000,simple
0.125000,0.000000,0.016000,0.023000,7.000000,1.069244,2.539108,1.854103,0.122345,17.000000,0.000000,0.183391,0.500000,329.000000,19.352941,0.070000,0.001000,17.000000,0.631579,90.816940,0.000000,0.587097,0.508651,0.003000,0.102078,0.131488,0.014000,0.000000,0.037669,0.012000,0.058000,0.534435,0.107251,0.018000,0.001000,176.776695,0.008000,7.889401,0.013000,4.127660,0.000000,0.001000,0.062500,0.024000,2.000000,simple
0.192308,0.000000,0.026000,0.009000,6.000000,2.416140,3.529618,2.199405,0.085077,27.000000,0.000000,0.182442,0.269231,336.000000,12.444444,0.070000,0.000000,24.000000,0.676471,68.191248,0.001000,0.572327,0.316872,0.007000,0.096890,0.174211,0.016000,0.002000,0.079741,0.016000,0.071000,0.475728,0.090569,0.023000,0.005000,98.677296,0.001000,8.331282,0.001000,4.872024,0.000000,0.000000,0.153846,0.023000,14.000000,complejo
0.187500,0.000000,0.015000,0.009000,0.000000,1.254313,2.774535,2.105769,0.088007,17.000000,0.000000,0.179931,0.375000,208.000000,12.235294,0.054000,0.001000,15.000000,0.866667,73.473603,0.000000,0.641791,0.256055,0.002000,0.113580,0.145329,0.002000,0.001000,0.050396,0.002000,0.035000,0.570850,0.068485,0.005000,0.004000,90.684568,0.000000,9.017548,0.004000,4.745192,0.000000,0.000000,0.125000,0.011000,11.000000,complejo
0.300000,0.000000,0.015000,0.002000,1.000000,1.172361,2.737362,2.095238,0.102994,11.000000,0.000000,0.264463,0.300000,147.000000,13.363636,0.027000,0.001000,11.000000,1.125000,74.486661,0.000000,0.650000,0.314050,0.002000,0.136859,0.247934,0.004000,0.000000,0.084076,0.004000,0.032000,0.603550,0.088517,0.007000,0.002000,71.516107,0.000000,7.606218,0.000000,4.571429,0.000000,0.000000,0.300000,0.008000,8.000000,complejo
0.051282,0.000000,0.026000,0.010000,9.000000,1.155644,2.762784,1.974648,0.061651,40.000000,0.000000,0.071250,0.128205,355.000000,8.875000,0.086000,0.001000,37.000000,0.735294,79.151194,0.003000,0.570149,0.105625,0.003000,0.088505,0.048750,0.013000,0.006000,0.085317,0.012000,0.069000,0.467269,0.091086,0.019000,0.003000,98.838213,0.000000,8.108835,0.001000,4.456338,0.000000,0.000000,0.025641,0.026000,12.000000,complejo
0.066667,0.000000,0.024000,0.002000,5.000000,1.243244,3.075783,2.049419,0.103798,31.000000,0.000000,0.081165,0.166667,344.000000,11.096774,0.065000,0.000000,27.000000,0.872340,76.364195,0.002000,0.527273,0.152966,0.002000,0.101792,0.072841,0.013000,0.000000,0.103827,0.012000,0.066000,0.446556,0.122678,0.017000,0.000000,42.588507,0.002000,7.634810,0.000000,4.790698,0.000000,0.000000,0.066667,0.025000,15.000000,complejo
0.181818,0.000000,0.026000,0.011000,8.000000,1.140257,2.825820,1.970588,0.072741,34.000000,0.000000,0.160900,0.272727,476.000000,14.000000,0.090000,0.002000,27.000000,0.918033,82.400770,0.001000,0.494407,0.229239,0.004000,0.103092,0.138408,0.024000,0.001000,0.074909,0.022000,0.101000,0.434705,0.077234,0.031000,0.006000,119.141977,0.003000,12.680216,0.001000,4.355042,0.000000,0.000000,0.151515,0.021000,12.000000,complejo
0.000000,0.000000,0.008000,0.001000,1.000000,1.161040,2.481786,2.019231,0.078333,16.000000,0.000000,0.085938,0.133333,156.000000,9.750000,0.032000,0.000000,15.000000,0.791667,76.719121,0.000000,0.673333,0.132812,0.002000,0.125128,0.085938,0.007000,0.000000,0.038417,0.005000,0.035000,0.609890,0.042829,0.009000,0.001000,122.888025,0.000000,5.397530,0.000000,4.544872,0.000000,0.000000,0.000000,0.017000,6.000000,complejo
0.117647,0.000000,0.025000,0.006000,4.000000,1.297236,3.077657,2.158228,0.100573,18.000000,0.000000,0.219136,0.294118,316.000000,17.555556,0.064000,0.003000,17.000000,0.841463,72.232123,0.001000,0.614865,0.367284,0.003000,0.107206,0.219136,0.015000,0.000000,0.036176,0.013000,0.062000,0.551532,0.073911,0.021000,0.006000,333.071564,0.000000,10.771543,0.000000,4.734177,0.000000,0.000000,0.117647,0.026000,4.000000,complejo
0.111111,0.000000,0.011000,0.016000,9.000000,1.298964,2.884987,2.132132,0.116478,19.000000,0.000000,0.207756,0.388889,333.000000,17.526316,0.084000,0.002000,19.000000,0.866667,73.812072,0.001000,0.570978,0.487535,0.004000,0.103416,0.207756,0.010000,0.003000,0.055755,0.009000,0.058000,0.515789,0.084057,0.017000,0.010000,248.273203,0.000000,10.313790,0.003000,4.654655,0.000000,0.000000,0.111111,0.027000,4.000000,complejo
0.333333,0.000000,0.009000,0.006000,4.000000,1.224282,2.926816,2.066890,0.141231,13.000000,0.000000,0.402367,0.666667,299.000000,23.000000,0.062000,0.000000,12.000000,0.946667,78.891904,0.002000,0.585366,0.520710,0.002000,0.117263,0.272189,0.010000,0.002000,0.051241,0.009000,0.055000,0.534125,0.123222,0.014000,0.004000,252.224701,0.000000,11.445523,0.000000,4.505017,0.000000,0.000000,0.333333,0.015000,5.000000,complejo
0.307692,0.000000,0.024000,0.012000,4.000000,1.184404,2.962808,2.044068,0.151455,14.000000,0.000000,0.454082,0.615385,295.000000,21.071429,0.064000,0.003000,14.000000,1.000000,79.894727,0.000000,0.543860,0.693878,0.002000,0.107348,0.423469,0.007000,0.002000,0.047797,0.008000,0.054000,0.493976,0.128786,0.013000,0.007000,74.403405,0.003000,10.851900,0.000000,4.600000,0.000000,0.000000,0.307692,0.014000,6.000000,complejo
0.163265,0.000000,0.055000,0.030000,11.000000,1.200184,2.700188,2.028612,0.083670,50.000000,0.000000,0.062000,0.306122,699.000000,13.980000,0.155000,0.012000,47.000000,0.765625,78.963842,0.001000,0.502304,0.192000,0.007000,0.078130,0.052400,0.036000,0.011000,0.050615,0.026000,0.124000,0.427536,0.096790,0.056000,0.012000,219.427489,0.000000,7.576791,0.007000,4.350501,0.000000,0.000000,0.102041,0.050000,14.000000,complejo
0.272727,0.000000,0.029000,0.006000,8.000000,1.284525,3.001035,2.163551,0.122548,23.000000,0.000000,0.421550,0.363636,428.000000,18.608696,0.081000,0.005000,23.000000,0.938596,72.297077,0.001000,0.555831,0.493384,0.001000,0.094634,0.330813,0.016000,0.000000,0.040923,0.016000,0.086000,0.491935,0.101482,0.024000,0.005000,455.417025,0.000000,10.143243,0.001000,4.712617,0.000000,0.000000,0.181818,0.032000,4.000000,complejo
0.214286,0.000000,0.006000,0.010000,6.000000,1.218327,2.938616,2.039326,0.115521,15.000000,0.000000,0.248889,0.285714,178.000000,11.866667,0.038000,0.001000,14.000000,0.560000,77.429758,0.001000,0.614458,0.311111,0.003000,0.115161,0.248889,0.009000,0.002000,0.070204,0.010000,0.034000,0.529954,0.103219,0.014000,0.006000,185.261977,0.000000,8.887123,0.002000,4.488764,0.000000,0.000000,0.214286,0.015000,2.000000,complejo
0.187500,0.000000,0.016000,0.006000,3.000000,1.185977,2.927659,2.107296,0.096770,17.000000,0.000000,0.332180,0.375000,233.000000,13.705882,0.059000,0.001000,15.000000,0.709677,74.119623,0.002000,0.622727,0.377163,0.000000,0.117161,0.318339,0.009000,0.001000,0.051029,0.008000,0.043000,0.554348,0.071662,0.012000,0.004000,0.000000,0.000000,9.544401,0.001000,4.626609,0.000000,0.000000,0.187500,0.015000,1.000000,complejo
0.588235,0.000000,0.025000,0.011000,3.000000,1.228987,2.716323,1.992167,0.124912,18.000000,0.000000,0.191358,0.705882,383.000000,21.277778,0.086000,0.005000,17.000000,0.715789,82.959263,0.005000,0.488764,0.657407,0.008000,0.104437,0.191358,0.017000,0.000000,0.054206,0.016000,0.067000,0.447867,0.104412,0.033000,0.011000,74.343155,0.000000,11.281456,0.000000,4.362924,0.000000,0.000000,0.588235,0.027000,7.000000,complejo
0.150000,0.000000,0.006000,0.017000,4.000000,1.335979,2.776631,2.101961,0.076669,21.000000,0.000000,0.181406,0.300000,255.000000,12.142857,0.066000,0.001000,21.000000,0.710145,73.922353,0.000000,0.648980,0.294785,0.000000,0.108001,0.181406,0.009000,0.005000,0.060733,0.007000,0.051000,0.552381,0.053777,0.010000,0.006000,88.071355,0.000000,7.957925,0.005000,4.423529,0.000000,0.001000,0.150000,0.014000,11.000000,complejo
0.000000,0.000000,0.004000,0.001000,0.000000,1.610978,3.452592,2.117117,0.123531,10.000000,0.000000,0.130000,0.000000,111.000000,11.100000,0.027000,0.000000,9.000000,1.038462,72.143800,0.000000,0.723810,0.160000,0.003000,0.140452,0.130000,0.005000,0.000000,0.062994,0.005000,0.025000,0.646617,0.096411,0.008000,0.000000,233.583675,0.000000,6.573516,0.001000,4.567568,0.000000,0.000000,0.000000,0.006000,3.000000,complejo
0.189655,0.000000,0.022000,0.020000,13.000000,1.122878,2.649343,1.912121,0.070817,59.000000,0.000000,0.093651,0.293103,660.000000,11.186441,0.146000,0.006000,43.000000,0.582418,84.636951,0.001000,0.521531,0.204826,0.006000,0.086893,0.071531,0.019000,0.006000,0.091175,0.019000,0.144000,0.434783,0.093155,0.032000,0.008000,339.073185,0.000000,13.760857,0.004000,4.368182,0.000000,0.002000,0.086207,0.038000,17.000000,complejo
0.097561,0.000000,0.059000,0.070000,23.000000,1.198393,2.745270,2.013136,0.085266,83.000000,0.000000,0.116563,0.402439,1218.000000,14.674699,0.277000,0.017000,79.000000,0.653846,80.034765,0.004000,0.424586,0.360430,0.013000,0.069080,0.076354,0.044000,0.001000,0.057759,0.042000,0.217000,0.368870,0.091422,0.077000,0.057000,272.414138,0.006000,8.532732,0.006000,4.357964,0.000000,0.000000,0.085366,0.076000,16.000000,complejo
0.033898,0.000000,0.040000,0.018000,9.000000,1.076522,2.620027,1.949791,0.080581,60.000000,0.000000,0.060278,0.067797,478.000000,7.966667,0.097000,0.003000,45.000000,0.786260,79.601296,0.002000,0.519912,0.120833,0.003000,0.082136,0.051667,0.010000,0.008000,0.060828,0.013000,0.099000,0.435511,0.083849,0.021000,0.009000,90.841646,0.000000,7.099694,0.001000,4.361925,0.000000,0.000000,0.033898,0.033000,26.000000,complejo
0.080460,0.000000,0.046000,0.032000,19.000000,1.114005,2.628778,2.003472,0.062132,88.000000,0.000000,0.034737,0.149425,864.000000,9.818182,0.202000,0.010000,84.000000,0.726496,77.967574,0.003000,0.490706,0.103435,0.009000,0.071303,0.032154,0.041000,0.001000,0.053626,0.040000,0.146000,0.409266,0.088139,0.062000,0.004000,322.922849,0.010000,6.947331,0.017000,4.371528,0.000000,0.000000,0.068966,0.084000,10.000000,complejo
0.071429,0.000000,0.015000,0.026000,9.000000,1.029422,2.405174,1.878173,0.081376,57.000000,0.000000,0.051400,0.178571,591.000000,10.368421,0.120000,0.002000,44.000000,0.531429,86.598995,0.000000,0.516484,0.129271,0.008000,0.087240,0.034780,0.031000,0.008000,0.063748,0.030000,0.120000,0.396104,0.085982,0.041000,0.008000,184.498712,0.002000,10.709861,0.007000,4.108291,0.000000,0.001000,0.017857,0.037000,30.000000,complejo
0.116883,0.000000,0.067000,0.030000,10.000000,1.191294,2.864226,2.066237,0.084096,78.000000,0.000000,0.042078,0.220779,1087.000000,13.935897,0.209000,0.009000,69.000000,0.711039,76.650134,0.005000,0.525540,0.175214,0.005000,0.068248,0.028271,0.042000,0.000000,0.061813,0.041000,0.242000,0.446875,0.085128,0.060000,0.005000,258.551349,0.005000,9.939218,0.019000,4.597976,0.000000,0.001000,0.077922,0.055000,16.000000,complejo
0.136364,0.000000,0.004000,0.038000,5.000000,0.952755,2.363547,1.756098,0.088277,45.000000,0.000000,0.053827,0.250000,369.000000,8.200000,0.084000,0.001000,35.000000,0.535714,91.931527,0.003000,0.472393,0.190617,0.004000,0.094547,0.046914,0.029000,0.010000,0.082619,0.026000,0.055000,0.367983,0.085840,0.035000,0.014000,52.895918,0.000000,5.056948,0.014000,3.777778,0.000000,0.000000,0.068182,0.021000,30.000000,complejo
0.227273,0.000000,0.008000,0.023000,4.000000,0.938193,2.578584,1.828571,0.095531,45.000000,0.000000,0.278519,0.340909,665.000000,14.777778,0.120000,0.004000,42.000000,0.459916,91.507599,0.005000,0.391803,0.401481,0.006000,0.095168,0.257778,0.035000,0.005000,0.095792,0.034000,0.176000,0.323133,0.105650,0.049000,0.016000,118.231460,0.001000,16.135631,0.001000,4.201504,0.000000,0.000000,0.181818,0.026000,27.000000,complejo
0.084906,0.000000,0.063000,0.037000,35.000000,1.200429,3.064505,1.947368,0.082471,107.000000,0.000000,0.072583,0.311321,1558.000000,14.560748,0.293000,0.012000,94.000000,0.590717,84.107986,0.003000,0.444596,0.216875,0.009000,0.069598,0.060005,0.065000,0.011000,0.062952,0.058000,0.352000,0.370750,0.096524,0.088000,0.017000,272.716617,0.002000,10.531335,0.006000,4.377407,0.000000,0.001000,0.075472,0.107000,35.000000,complejo
0.169935,0.000000,0.049000,0.068000,32.000000,0.924795,2.288348,1.792429,0.076915,154.000000,0.000000,0.074169,0.307190,1585.000000,10.292208,0.345000,0.014000,134.000000,0.655093,91.463750,0.008000,0.353709,0.211671,0.009000,0.068547,0.063628,0.070000,0.020000,0.079384,0.067000,0.289000,0.278166,0.096191,0.100000,0.024000,73.543203,0.001000,6.599589,0.021000,3.915457,0.000000,0.002000,0.150327,0.108000,74.000000,complejo
0.060606,0.000000,0.053000,0.006000,4.000000,1.353905,3.062138,2.159860,0.086675,67.000000,0.000000,0.057919,0.121212,857.000000,12.791045,0.167000,0.004000,62.000000,0.963964,70.528637,0.003000,0.555152,0.122967,0.005000,0.072966,0.051236,0.020000,0.001000,0.048208,0.018000,0.207000,0.475910,0.092193,0.031000,0.003000,191.949582,0.001000,8.532535,0.001000,4.793466,0.000000,0.000000,0.060606,0.031000,20.000000,complejo
0.230769,0.000000,0.036000,0.033000,13.000000,1.142345,2.711219,1.949728,0.101050,40.000000,0.000000,0.111875,0.487179,736.000000,18.400000,0.172000,0.005000,39.000000,0.768362,84.952458,0.001000,0.476879,0.403750,0.006000,0.084345,0.109375,0.031000,0.000000,0.063192,0.030000,0.127000,0.425481,0.104604,0.044000,0.025000,611.213111,0.003000,12.270039,0.005000,4.330163,0.000000,0.000000,0.230769,0.038000,6.000000,complejo
0.127273,0.000000,0.037000,0.010000,12.000000,1.220607,2.957140,2.052438,0.116436,56.000000,0.000000,0.127232,0.381818,1087.000000,19.410714,0.208000,0.014000,56.000000,0.785479,78.933726,0.006000,0.480545,0.441964,0.010000,0.071560,0.104273,0.032000,0.000000,0.046297,0.031000,0.264000,0.429167,0.104246,0.062000,0.009000,335.536428,0.000000,8.804496,0.001000,4.600736,0.000000,0.000000,0.090909,0.034000,9.000000,complejo
0.186047,0.000000,0.036000,0.023000,5.000000,1.130154,2.609629,2.009756,0.125627,44.000000,0.000000,0.186983,0.465116,1025.000000,23.295455,0.212000,0.013000,42.000000,0.693141,82.514634,0.006000,0.427686,0.410124,0.013000,0.094478,0.170455,0.031000,0.000000,0.087979,0.032000,0.212000,0.366667,0.128877,0.064000,0.023000,220.020578,0.000000,15.197276,0.000000,4.380488,0.000000,0.000000,0.186047,0.071000,14.000000,complejo
0.025424,0.000000,0.056000,0.048000,30.000000,1.194221,2.807323,1.995000,0.072459,119.000000,0.000000,0.031142,0.161017,1200.000000,10.084034,0.290000,0.008000,112.000000,0.577508,78.803462,0.001000,0.489547,0.135231,0.012000,0.062343,0.026975,0.029000,0.013000,0.056643,0.026000,0.236000,0.404533,0.085478,0.050000,0.027000,241.185360,0.000000,7.679579,0.008000,4.397500,0.000000,0.000000,0.016949,0.099000,34.000000,complejo
0.097561,0.000000,0.038000,0.036000,9.000000,1.371203,3.253983,2.140351,0.081861,83.000000,0.000000,0.114530,0.256098,1140.000000,13.734940,0.229000,0.004000,79.000000,0.726415,72.005311,0.003000,0.507449,0.216722,0.015000,0.069509,0.095515,0.050000,0.010000,0.055766,0.045000,0.277000,0.433333,0.089594,0.071000,0.023000,179.305681,0.001000,9.687916,0.002000,4.797368,0.000000,0.000000,0.097561,0.039000,42.000000,complejo
0.034884,0.000000,0.038000,0.045000,9.000000,1.085024,2.536811,1.962825,0.079193,87.000000,0.000000,0.030519,0.139535,807.000000,9.275862,0.146000,0.005000,69.000000,0.593886,80.293035,0.005000,0.547368,0.116132,0.010000,0.067804,0.022460,0.028000,0.007000,0.061459,0.024000,0.172000,0.443126,0.092025,0.048000,0.012000,427.854967,0.000000,7.555515,0.023000,4.324659,0.000000,0.003000,0.034884,0.054000,11.000000,complejo
0.126984,0.000000,0.059000,0.024000,21.000000,1.288954,2.976654,2.130736,0.101260,64.000000,0.000000,0.084473,0.317460,1155.000000,18.046875,0.232000,0.006000,62.000000,0.754658,73.997376,0.002000,0.476584,0.238525,0.009000,0.070917,0.072510,0.040000,0.000000,0.054061,0.034000,0.257000,0.418836,0.105704,0.058000,0.008000,246.856909,0.001000,10.781274,0.009000,4.670996,0.000000,0.006000,0.126984,0.058000,16.000000,complejo
0.064516,0.000000,0.059000,0.024000,5.000000,1.127847,2.699292,2.082963,0.118821,32.000000,0.000000,0.088867,0.419355,675.000000,21.093750,0.129000,0.005000,32.000000,0.701657,77.634243,0.000000,0.547504,0.408203,0.017000,0.083486,0.070312,0.036000,0.000000,0.047030,0.036000,0.116000,0.463731,0.100956,0.059000,0.022000,148.405754,0.002000,9.713175,0.000000,4.632593,0.000000,0.000000,0.064516,0.059000,8.000000,complejo
0.055556,0.000000,0.017000,0.028000,3.000000,1.130049,2.598663,1.945378,0.093733,37.000000,0.000000,0.069394,0.361111,476.000000,12.864865,0.096000,0.002000,36.000000,0.770492,83.217859,0.000000,0.549020,0.273192,0.005000,0.081189,0.066472,0.010000,0.000000,0.056933,0.011000,0.100000,0.499086,0.107384,0.019000,0.002000,129.548487,0.001000,8.873062,0.024000,4.260504,0.000000,0.001000,0.055556,0.018000,12.000000,complejo
0.118644,0.000000,0.036000,0.038000,10.000000,1.126390,2.633772,1.959206,0.091165,60.000000,0.000000,0.171111,0.271186,907.000000,15.116667,0.190000,0.014000,57.000000,0.721116,83.328525,0.006000,0.452103,0.364444,0.014000,0.075350,0.154444,0.031000,0.003000,0.040119,0.028000,0.180000,0.402142,0.082740,0.061000,0.012000,296.850716,0.003000,12.021297,0.019000,4.324146,0.000000,0.001000,0.118644,0.045000,21.000000,complejo
0.152778,0.000000,0.051000,0.079000,26.000000,1.148185,2.713405,2.010552,0.072114,73.000000,0.000000,0.091950,0.236111,1232.000000,16.876712,0.264000,0.017000,65.000000,0.559194,81.544391,0.005000,0.449785,0.232314,0.014000,0.078928,0.072622,0.034000,0.022000,0.063721,0.028000,0.274000,0.352536,0.081221,0.067000,0.015000,2595.081887,0.000000,16.656618,0.038000,4.476461,0.000000,0.004000,0.138889,0.069000,2.000000,complejo
0.387097,0.000000,0.022000,0.007000,1.000000,1.171243,2.732050,2.006289,0.099962,32.000000,0.000000,0.327148,0.419355,477.000000,14.906250,0.084000,0.002000,28.000000,0.737589,80.967692,0.002000,0.493333,0.370117,0.013000,0.096916,0.319336,0.022000,0.002000,0.062911,0.020000,0.118000,0.419192,0.090875,0.039000,0.003000,148.248624,0.000000,13.313489,0.002000,4.404612,0.000000,0.000000,0.387097,0.022000,17.000000,complejo
0.051282,0.000000,0.025000,0.034000,10.000000,1.228289,2.808333,2.080052,0.123059,40.000000,0.000000,0.123125,0.461538,762.000000,19.050000,0.160000,0.003000,40.000000,0.686636,77.347195,0.004000,0.495833,0.402500,0.012000,0.081121,0.108750,0.030000,0.000000,0.058920,0.028000,0.131000,0.436782,0.119079,0.050000,0.029000,257.870616,0.005000,9.607556,0.000000,4.530184,0.000000,0.000000,0.051282,0.053000,11.000000,complejo
0.232558,0.000000,0.040000,0.021000,13.000000,1.263972,2.823346,2.041622,0.135437,44.000000,0.000000,0.270661,0.534884,937.000000,21.295455,0.190000,0.010000,44.000000,0.774059,80.056135,0.001000,0.414414,0.608471,0.008000,0.074466,0.233471,0.029000,0.000000,0.057538,0.026000,0.183000,0.368672,0.117940,0.052000,0.020000,288.559891,0.001000,12.197178,0.000000,4.401281,0.000000,0.000000,0.186047,0.053000,12.000000,complejo
0.063380,0.000000,0.063000,0.039000,20.000000,1.212231,2.900852,2.108202,0.062724,143.000000,0.000000,0.026701,0.091549,1146.000000,8.013986,0.246000,0.010000,106.000000,0.659763,70.112064,0.002000,0.523502,0.059710,0.013000,0.074483,0.020588,0.038000,0.011000,0.074856,0.034000,0.255000,0.417544,0.077442,0.062000,0.009000,178.115433,0.000000,6.948489,0.017000,4.746073,0.000000,0.002000,0.063380,0.072000,47.000000,complejo
0.100000,0.000000,0.027000,0.013000,10.000000,1.210476,2.663278,2.005900,0.100258,41.000000,0.000000,0.120761,0.150000,678.000000,16.536585,0.131000,0.005000,36.000000,0.700508,81.525164,0.001000,0.470313,0.202261,0.006000,0.085659,0.091612,0.024000,0.001000,0.059342,0.023000,0.144000,0.395018,0.089992,0.035000,0.006000,198.662840,0.001000,11.912383,0.005000,4.330383,0.000000,0.000000,0.075000,0.042000,15.000000,complejo
0.200000,0.000000,0.050000,0.014000,10.000000,1.231275,2.925768,2.055965,0.086875,56.000000,0.000000,0.085140,0.345455,679.000000,12.125000,0.163000,0.001000,46.000000,0.737430,76.359926,0.004000,0.431677,0.264349,0.006000,0.104494,0.070472,0.027000,0.000000,0.098623,0.029000,0.124000,0.370324,0.101819,0.042000,0.001000,113.322872,0.000000,8.742919,0.005000,4.671576,0.000000,0.008000,0.163636,0.037000,25.000000,complejo
0.391304,0.000000,0.032000,0.007000,12.000000,1.210914,3.042820,2.126915,0.098192,24.000000,0.000000,0.180556,0.739130,457.000000,19.041667,0.099000,0.002000,23.000000,0.700787,74.606252,0.000000,0.581236,0.543403,0.008000,0.099196,0.152778,0.017000,0.001000,0.060045,0.014000,0.097000,0.522642,0.109998,0.027000,0.001000,83.785383,0.001000,9.768980,0.000000,5.004376,0.000000,0.004000,0.304348,0.030000,21.000000,complejo
0.088235,0.000000,0.032000,0.029000,16.000000,1.091876,2.683482,1.955640,0.097782,35.000000,0.000000,0.069388,0.323529,789.000000,22.542857,0.166000,0.004000,35.000000,0.657277,85.574204,0.004000,0.539811,0.292245,0.005000,0.096217,0.053061,0.021000,0.002000,0.067665,0.031000,0.164000,0.463146,0.101260,0.044000,0.006000,209.538584,0.003000,15.956453,0.018000,4.372624,0.000000,0.000000,0.000000,0.052000,11.000000,complejo
0.085106,0.000000,0.033000,0.040000,20.000000,1.061805,2.490472,2.015175,0.088815,48.000000,0.000000,0.207465,0.276596,659.000000,13.729167,0.153000,0.009000,48.000000,0.478947,79.579335,0.000000,0.473856,0.398872,0.003000,0.077236,0.195312,0.032000,0.000000,0.048970,0.026000,0.122000,0.405966,0.081799,0.046000,0.010000,90.496056,0.000000,6.927403,0.022000,4.336874,0.000000,0.008000,0.085106,0.052000,24.000000,complejo
0.500000,0.000000,0.035000,0.033000,7.000000,1.042177,2.493674,1.903423,0.125905,37.000000,0.000000,0.454346,0.722222,818.000000,22.108108,0.159000,0.008000,37.000000,0.681614,88.576557,0.002000,0.426719,0.703433,0.009000,0.082586,0.360847,0.027000,0.002000,0.052255,0.026000,0.159000,0.383871,0.113378,0.046000,0.008000,83.479140,0.001000,9.918512,0.015000,4.321516,0.000000,0.007000,0.333333,0.054000,23.000000,complejo
